system,successful_tests,avg_time_seconds,avg_throughput_rows_per_second,max_query_memory_mb,max_footprint_memory_mb,all_correct
oracle_21c_ee,30,1.0446124822616338,1156105.9622965595,58.70801180247768,2057.1651475694443,True
proposed_pandas_engine,30,0.16718760441861172,6110391.643666924,189.0473903882576,523.9712890625,True
trino_473,30,1.9777494054278615,602098.4114335536,20.754743290527223,14992.8978515625,True
