system,dataset_size,pattern_name,pattern,success,correctness_matches_pandas,execution_time_seconds,execution_time_std_seconds,execution_time_min_seconds,execution_time_max_seconds,measured_runs,throughput_rows_per_second,query_memory_mb,query_memory_metric,footprint_memory_mb,footprint_memory_metric,result_rows,error
trino_473,100000,simple_sequence,A+ B+,True,True,0.32422546414982206,0.08164293725222153,0.24913278199892375,0.537182539999776,20,308427.3478093959,1.351002025604248,Trino per-query peakMemoryBytes MB,8244.9408,Docker container peak memory MB,9067,
trino_473,100000,alternation,A (B|C)+ D,True,True,0.30221599584974684,0.1997277854653251,0.2088298800008488,1.1010111340001458,20,330889.1699091836,1.3967429637908935,Trino per-query peakMemoryBytes MB,8327.7312,Docker container peak memory MB,1828,
trino_473,100000,quantified,"A{1,5} B* C+",True,True,0.2559171130499635,0.026888152532971245,0.22813477000090643,0.33132535199911217,20,390751.51641178713,1.235523557662964,Trino per-query peakMemoryBytes MB,8579.7888,Docker container peak memory MB,5643,
trino_473,100000,optional_pattern,A+ B? C*,True,True,0.22789916355022796,0.032186673394821806,0.1847056220012746,0.300062947000697,20,438790.55298928486,1.5447981834411622,Trino per-query peakMemoryBytes MB,8585.062399999999,Docker container peak memory MB,15247,
trino_473,100000,complex_nested,"(A|B)+ (C{1,3} D*)+",True,True,0.30394026875001146,0.018197404029446713,0.2827311130004091,0.36147622799944656,20,329012.0141410062,1.2598413467407226,Trino per-query peakMemoryBytes MB,8589.516800000001,Docker container peak memory MB,9420,
trino_473,200000,simple_sequence,A+ B+,True,True,0.36020285515005523,0.10078245594076617,0.2961463529991306,0.6685709789999237,20,555242.6837835112,2.5897788524627687,Trino per-query peakMemoryBytes MB,9194.3424,Docker container peak memory MB,16093,
trino_473,200000,alternation,A (B|C)+ D,True,True,0.34571413160010706,0.12052288140509128,0.278732738999679,0.7601035700008651,20,578512.6545863712,2.8329336166381838,Trino per-query peakMemoryBytes MB,9209.139200000001,Docker container peak memory MB,3692,
trino_473,200000,quantified,"A{1,5} B* C+",True,True,0.411291592499947,0.10817603980178504,0.33273673899930145,0.6841517089997069,20,486273.00836456014,3.149069404602051,Trino per-query peakMemoryBytes MB,9298.7904,Docker container peak memory MB,10064,
trino_473,200000,optional_pattern,A+ B? C*,True,True,0.30896671924992913,0.060366619662266245,0.26015696300055424,0.4887447630007955,20,647318.9102228715,3.2890722274780275,Trino per-query peakMemoryBytes MB,9399.552,Docker container peak memory MB,27172,
trino_473,200000,complex_nested,"(A|B)+ (C{1,3} D*)+",True,True,0.585163605100206,0.06984187155995533,0.522066948000429,0.8413620709998213,20,341784.75601836364,2.7572915077209474,Trino per-query peakMemoryBytes MB,9566.0032,Docker container peak memory MB,17759,
trino_473,400000,simple_sequence,A+ B+,True,True,0.7529565793501206,0.15589568650472643,0.6313922650006134,1.0575884459994995,20,531239.132467959,5.966011428833008,Trino per-query peakMemoryBytes MB,10425.856,Docker container peak memory MB,34391,
trino_473,400000,alternation,A (B|C)+ D,True,True,0.6141861295499439,0.10646370997313977,0.527503985000294,0.8581030109999119,20,651268.3708652088,6.9512487888336185,Trino per-query peakMemoryBytes MB,10570.24,Docker container peak memory MB,5803,
trino_473,400000,quantified,"A{1,5} B* C+",True,True,0.6941513747999124,0.08450755345763322,0.6405284749998827,1.0228135710003698,20,576243.1863155196,5.913752555847168,Trino per-query peakMemoryBytes MB,10778.112000000001,Docker container peak memory MB,19012,
