system,successful_tests,avg_time_seconds,avg_throughput_rows_per_second,max_query_memory_mb,max_footprint_memory_mb,all_correct
proposed_pandas_engine,6,0.5099263160166033,1746865.1281870578,210.57364491266836,490.4126953125,True
oracle_21c_ee,6,0.8624049696666134,1194894.1673029687,44.6875,2226.688,True
trino_473,6,4.188368296999973,214140.5945959596,58.38679313659668,23429.120000000003,True
